Time,BTC,ETH,USDT,BNB,SOL,XRP,USDC,DOGE,FDUSD,PEPE,WIF,SHIB,WLD,SUI,USD1,BSC-USD,TRX,STETH,FIGR_HELOC,ADA,WSTETH,BCH,WBT,WBTC,WBETH,WEETH,USDS,XMR,LINK,LEO,WETH,XLM,CBBTC,USDE,ZEC,CC,AVAX,LTC,HYPE,HBAR,WLFI,USDT0,DAI,SUSDS,TON,SUSDE,PYUSD,CRO,DOT,RAIN,UNI,MNT,M,BGB,XAUT,AAVE,TAO,OKB,USDF,ICP,NEAR,PAXG,JITOSOL,ETC,BUIDL,ONDO,HTX,USDG,USYC,PUMP,PI,JLP,ASTER,RSETH,SKY,POL,KCS,BNSOL,ENA,RLUSD,HASH,WBNB,BFUSD,SYRUPUSDC,RETH,APT,QNT,MYX,ATOM,GT,USDD,KAS,RENDER,ARB,ALGO,FIL,NIGHT,FBTC,TRUMP,RIVER
2026-01-22 17:10:03,89934.0,3005.41,0.999136,891.81,129.58,1.96,0.999773,0.126449,,5.13e-06,,7.93e-06,0.480299,1.53,0.998847,0.999092,0.299426,3002.63,1.033,0.364604,3679.74,596.74,54.34,89591.0,3273.09,3264.45,0.999568,505.25,12.43,8.92,3004.64,0.215651,89848.0,0.999793,359.6,0.147174,12.44,68.71,22.1,0.110677,0.171252,0.999075,0.999644,1.084,1.58,1.22,0.999754,0.092488,1.95,0.00924278,4.95,0.892565,1.6,3.66,4831.33,159.6,245.68,103.64,0.996485,3.72,1.55,4845.13,162.78,11.66,1.0,0.343555,1.78e-06,0.999775,1.11,0.00266096,0.184056,4.64,0.620849,3190.91,0.065049,0.135598,10.76,141.97,0.178083,0.999615,0.02526823,891.63,0.998689,1.15,3471.79,1.57,80.56,6.12,2.38,9.98,0.999315,0.04067182,2.07,0.18176,0.119103,1.35,0.058977,89461.0,4.87,
2026-01-22 17:11:03,89948.0,3006.76,0.999135,892.18,129.64,1.96,0.999734,0.126511,,5.13e-06,,7.93e-06,0.4804,1.53,0.998824,0.999023,0.299439,3003.24,1.033,0.36467,3680.38,596.79,54.34,89580.0,3273.09,3265.17,0.999557,506.72,12.43,8.92,3005.32,0.215793,89852.0,0.999711,359.61,0.147304,12.44,68.73,22.11,0.110694,0.171257,0.99898,0.999608,1.084,1.58,1.22,0.999745,0.092501,1.95,0.00924568,4.95,0.892989,1.6,3.66,4833.12,159.66,245.75,103.64,0.996484,3.72,1.55,4845.59,162.78,11.66,1.0,0.34367,1.78e-06,0.999735,1.11,0.00266261,0.184088,4.64,0.620887,3190.99,0.065049,0.135706,10.76,141.97,0.17813,0.999615,0.02527225,891.61,0.998689,1.15,3472.52,1.57,80.55,6.13,2.38,9.98,0.999315,0.04067769,2.07,0.181788,0.119113,1.35,0.05899,89541.0,4.87,
2026-01-22 17:12:02,89948.0,3006.76,0.999135,892.18,129.64,1.96,0.999734,0.126511,,5.13e-06,,7.93e-06,0.4804,1.53,0.998824,0.999023,0.299439,3003.24,1.033,0.36467,3680.38,596.79,54.34,89580.0,3273.09,3265.17,0.999557,506.72,12.43,8.92,3005.32,0.215793,89852.0,0.999711,359.61,0.147304,12.44,68.73,22.11,0.110694,0.171257,0.99898,0.999608,1.084,1.58,1.22,0.999745,0.092501,1.95,0.00924568,4.95,0.892989,1.6,3.66,4833.12,159.66,245.75,103.64,0.996484,3.72,1.55,4845.59,162.78,11.66,1.0,0.34367,1.78e-06,0.999735,1.11,0.00266261,0.184088,4.64,0.620887,3190.99,0.065049,0.135706,10.76,141.97,0.17813,0.999615,0.02527225,891.61,0.998689,1.15,3472.52,1.57,80.55,6.13,2.38,9.98,0.999315,0.04067769,2.07,0.181788,0.119113,1.35,0.05899,89541.0,4.87,
2026-01-22 17:12:13,89963.0,3007.11,0.999137,892.55,129.65,1.96,0.999734,0.126554,,5.13e-06,,7.93e-06,0.480789,1.53,0.998838,0.999023,0.299538,3004.19,1.033,0.364846,3681.01,596.9,54.34,89560.0,3274.41,3266.06,0.999554,506.71,12.43,8.92,3005.49,0.215854,89880.0,0.999718,359.67,0.147502,12.45,68.77,22.12,0.110716,0.171276,0.999145,0.999807,1.084,1.58,1.22,0.999837,0.092495,1.95,0.00924669,4.95,0.893136,1.6,3.66,4834.26,159.7,245.88,103.65,0.996488,3.72,1.55,4846.7,162.78,11.66,1.0,0.344197,1.78e-06,0.999735,1.11,0.00266285,0.184146,4.64,0.620952,3192.07,0.065062,0.135901,10.76,142.25,0.178628,0.999615,0.02527225,891.61,0.998782,1.15,3472.6,1.57,80.57,6.12,2.39,9.98,0.999314,0.04068328,2.07,0.181977,0.119163,1.35,0.059017,89541.0,4.88,
2026-01-22 17:14:14,89958.0,3007.03,0.99914,892.53,129.79,1.96,0.999958,0.12656,,5.13e-06,,7.93e-06,0.480729,1.53,0.998937,0.999309,0.299516,3004.44,1.033,0.364891,3682.3,596.92,54.34,89508.0,3274.42,3266.95,0.999555,507.08,12.43,8.92,3008.07,0.21586,89835.0,0.999855,359.74,0.148119,12.45,68.77,22.13,0.110723,0.171282,0.999186,0.99966,1.084,1.58,1.22,0.999866,0.092499,1.95,0.00924878,4.95,0.893099,1.6,3.66,4832.27,159.75,245.92,103.65,0.996489,3.72,1.55,4846.67,162.84,11.66,1.0,0.344164,1.78e-06,0.999734,1.11,0.00266287,0.184207,4.65,0.620959,3192.07,0.06508,0.135929,10.77,142.25,0.178678,0.9996,0.02527225,892.6,0.99878,1.15,3474.33,1.57,80.58,6.12,2.39,9.98,0.999318,0.04070094,2.07,0.181985,0.119217,1.35,0.059028,89541.0,4.88,
2026-01-22 17:15:14,89971.0,3007.68,0.999134,892.45,129.81,1.96,0.999726,0.126577,,5.14e-06,,7.93e-06,0.481004,1.53,0.998894,0.999043,0.299525,3005.44,1.033,0.365171,3682.54,597.11,54.4,89603.0,3274.16,3267.18,0.999551,506.75,12.44,8.92,3006.81,0.215767,89874.0,0.999667,360.47,0.148508,12.46,68.79,22.15,0.110765,0.171359,0.998863,0.999624,1.084,1.58,1.22,0.999634,0.092496,1.96,0.00925269,4.96,0.893121,1.6,3.67,4831.77,159.8,245.85,103.71,0.996407,3.73,1.55,4845.8,163.12,11.68,1.0,0.344724,1.78e-06,0.999732,1.11,0.00266314,0.184298,4.65,0.620792,3193.69,0.065105,0.136084,10.77,142.34,0.178767,0.999682,0.02527225,892.61,0.998771,1.15,3475.77,1.58,80.59,6.12,2.39,9.98,0.99941,0.04070463,2.07,0.182167,0.119331,1.35,0.059053,89530.0,4.88,
2026-01-22 17:15:56,89971.0,3007.68,0.999134,892.45,129.81,1.96,0.999726,0.126577,,5.14e-06,,7.93e-06,0.481004,1.53,0.998894,0.999043,0.299525,3005.44,1.033,0.365171,3682.54,597.11,54.4,89603.0,3274.16,3267.18,0.999551,506.75,12.44,8.92,3006.81,0.215767,89874.0,0.999667,360.47,0.148508,12.46,68.79,22.15,0.110765,0.171359,0.998863,0.999624,1.084,1.58,1.22,0.999634,0.092496,1.96,0.00925269,4.96,0.893121,1.6,3.67,4831.77,159.8,245.85,103.71,0.996407,3.73,1.55,4845.8,163.12,11.68,1.0,0.344724,1.78e-06,0.999732,1.11,0.00266314,0.184298,4.65,0.620792,3193.69,0.065105,0.136084,10.77,142.34,0.178767,0.999682,0.02527225,892.61,0.998771,1.15,3475.77,1.58,80.59,6.12,2.39,9.98,0.99941,0.04070463,2.07,0.182167,0.119331,1.35,0.059053,89530.0,4.88,
2026-01-22 17:16:58,89957.0,3006.89,0.999126,892.25,129.8,1.96,0.999599,0.126561,,5.14e-06,,7.94e-06,0.481239,1.53,0.998895,0.998919,0.299544,3005.6,1.033,0.36532,3682.83,597.29,54.4,89563.0,3274.45,3267.47,0.999502,506.93,12.44,8.91,3006.86,0.215723,89865.0,0.999612,360.65,0.148561,12.46,68.8,22.13,0.110757,0.17137,0.998665,0.999566,1.084,1.58,1.22,0.99962,0.092494,1.96,0.00927816,4.96,0.892353,1.6,3.67,4831.68,159.87,245.92,103.8,0.996333,3.73,1.56,4845.63,163.06,11.69,1.0,0.344439,1.78e-06,0.999741,1.11,0.00266297,0.184358,4.65,0.620786,3193.81,0.065123,0.136249,10.77,142.34,0.178817,0.999686,0.02526895,892.41,0.99877,1.15,3475.96,1.58,80.53,6.11,2.39,9.98,0.999394,0.04070524,2.08,0.182216,0.119424,1.35,0.059036,89430.0,4.88,
2026-01-22 17:17:56,89957.0,3006.89,0.999126,892.25,129.8,1.96,0.999599,0.126561,,5.14e-06,,7.94e-06,0.481239,1.53,0.998895,0.998919,0.299544,3005.6,1.033,0.36532,3682.83,597.29,54.4,89563.0,3274.45,3267.47,0.999502,506.93,12.44,8.91,3006.86,0.215723,89865.0,0.999612,360.65,0.148561,12.46,68.8,22.13,0.110757,0.17137,0.998665,0.999566,1.084,1.58,1.22,0.99962,0.092494,1.96,0.00927816,4.96,0.892353,1.6,3.67,4831.68,159.87,245.92,103.8,0.996333,3.73,1.56,4845.63,163.06,11.69,1.0,0.344439,1.78e-06,0.999741,1.11,0.00266297,0.184358,4.65,0.620786,3193.81,0.065123,0.136249,10.77,142.34,0.178817,0.999686,0.02526895,892.41,0.99877,1.15,3475.96,1.58,80.53,6.11,2.39,9.98,0.999394,0.04070524,2.08,0.182216,0.119424,1.35,0.059036,89430.0,4.88,
2026-01-22 17:18:04,89911.0,3004.24,0.999135,891.81,129.73,1.96,0.999607,0.126516,,5.14e-06,,7.94e-06,0.481099,1.53,0.998927,0.998811,0.29955,3004.05,1.033,0.365134,3682.5,597.3,54.4,89492.0,3273.87,3267.09,0.99951,506.92,12.44,8.92,3006.82,0.215659,89866.0,0.999616,360.85,0.14813,12.46,68.8,22.11,0.110678,0.171256,0.999317,0.999555,1.083,1.58,1.22,0.999595,0.092468,1.96,0.00927787,4.96,0.891484,1.6,3.66,4831.53,159.79,245.61,103.8,0.996404,3.73,1.55,4845.51,163.09,11.7,1.0,0.344145,1.78e-06,0.999729,1.11,0.00266134,0.184318,4.65,0.620581,3193.95,0.065139,0.136205,10.77,141.95,0.178802,0.999633,0.02504465,892.41,0.99878,1.15,3475.94,1.58,80.52,6.11,2.39,9.98,0.999404,0.04065211,2.08,0.182155,0.11942,1.35,0.059024,89431.0,4.88,
2026-01-22 17:19:03,89911.0,3004.24,0.999135,891.81,129.73,1.96,0.999607,0.126516,,5.14e-06,,7.94e-06,0.481099,1.53,0.998927,0.998811,0.29955,3004.05,1.033,0.365134,3682.5,597.3,54.4,89492.0,3273.87,3267.09,0.99951,506.92,12.44,8.92,3006.82,0.215659,89866.0,0.999616,360.85,0.14813,12.46,68.8,22.11,0.110678,0.171256,0.999317,0.999555,1.083,1.58,1.22,0.999595,0.092468,1.96,0.00927787,4.96,0.891484,1.6,3.66,4831.53,159.79,245.61,103.8,0.996404,3.73,1.55,4845.51,163.09,11.7,1.0,0.344145,1.78e-06,0.999729,1.11,0.00266134,0.184318,4.65,0.620581,3193.95,0.065139,0.136205,10.77,141.95,0.178802,0.999633,0.02504465,892.41,0.99878,1.15,3475.94,1.58,80.52,6.11,2.39,9.98,0.999404,0.04065211,2.08,0.182155,0.11942,1.35,0.059024,89431.0,4.88,
2026-01-22 17:20:04,89911.0,3004.68,0.999156,891.71,129.67,1.96,0.999673,0.126546,,5.13e-06,,7.94e-06,0.481285,1.53,0.998961,0.999027,0.299565,3004.19,1.033,0.365291,3679.82,597.34,54.4,89623.0,3271.58,3264.56,0.999497,507.63,12.43,8.91,3003.51,0.215554,89930.0,0.999487,360.64,0.14835,12.46,68.8,22.09,0.110747,0.171363,0.99895,0.999576,1.084,1.58,1.22,0.999853,0.092459,1.96,0.00927894,4.96,0.891686,1.6,3.66,4830.29,159.85,245.68,103.81,0.996394,3.72,1.55,4844.86,163.06,11.69,1.0,0.343955,1.78e-06,0.9998,1.11,0.00266146,0.184136,4.64,0.620371,3194.1,0.065098,0.136224,10.76,142.15,0.178753,0.999668,0.02504465,891.66,0.998798,1.15,3475.36,1.58,80.58,6.08,2.39,9.98,0.999414,0.04064054,2.08,0.182089,0.119455,1.35,0.059001,89252.0,4.88,
2026-01-22 17:21:03,89911.0,3004.68,0.999156,891.71,129.67,1.96,0.999673,0.126546,,5.13e-06,,7.94e-06,0.481285,1.53,0.998961,0.999027,0.299565,3004.19,1.033,0.365291,3679.82,597.34,54.4,89623.0,3271.58,3264.56,0.999497,507.63,12.43,8.91,3003.51,0.215554,89930.0,0.999487,360.64,0.14835,12.46,68.8,22.09,0.110747,0.171363,0.99895,0.999576,1.084,1.58,1.22,0.999853,0.092459,1.96,0.00927894,4.96,0.891686,1.6,3.66,4830.29,159.85,245.68,103.81,0.996394,3.72,1.55,4844.86,163.06,11.69,1.0,0.343955,1.78e-06,0.9998,1.11,0.00266146,0.184136,4.64,0.620371,3194.1,0.065098,0.136224,10.76,142.15,0.178753,0.999668,0.02504465,891.66,0.998798,1.15,3475.36,1.58,80.58,6.08,2.39,9.98,0.999414,0.04064054,2.08,0.182089,0.119455,1.35,0.059001,89252.0,4.88,
2026-01-22 17:22:03,89919.0,3004.93,0.999152,891.79,129.66,1.96,0.99976,0.126539,,5.13e-06,,7.94e-06,0.481237,1.53,0.99902,0.999111,0.299599,3004.34,1.033,0.365297,3679.94,597.63,54.4,89538.0,3272.63,3264.76,0.99954,508.11,12.43,8.91,3004.43,0.215524,89893.0,0.999414,360.61,0.148604,12.46,68.78,22.08,0.110737,0.171275,0.999065,0.999513,1.084,1.58,1.22,0.999835,0.092459,1.95,0.00928397,4.96,0.891662,1.6,3.66,4829.49,159.87,245.38,103.76,0.996442,3.72,1.55,4844.5,163.05,11.69,1.0,0.344031,1.78e-06,0.999778,1.11,0.00266061,0.184174,4.65,0.620104,3193.65,0.065107,0.136208,10.76,142.15,0.178799,0.999678,0.02516103,891.7,0.998799,1.15,3472.96,1.58,80.63,6.07,2.39,9.98,0.999406,0.0406411,2.08,0.182115,0.119423,1.35,0.058956,89402.0,4.88,
2026-01-22 17:23:03,89919.0,3004.93,0.999152,891.79,129.66,1.96,0.99976,0.126539,,5.13e-06,,7.94e-06,0.481237,1.53,0.99902,0.999111,0.299599,3004.34,1.033,0.365297,3679.94,597.63,54.4,89538.0,3272.63,3264.76,0.99954,508.11,12.43,8.91,3004.43,0.215524,89893.0,0.999414,360.61,0.148604,12.46,68.78,22.08,0.110737,0.171275,0.999065,0.999513,1.084,1.58,1.22,0.999835,0.092459,1.95,0.00928397,4.96,0.891662,1.6,3.66,4829.49,159.87,245.38,103.76,0.996442,3.72,1.55,4844.5,163.05,11.69,1.0,0.344031,1.78e-06,0.999778,1.11,0.00266061,0.184174,4.65,0.620104,3193.65,0.065107,0.136208,10.76,142.15,0.178799,0.999678,0.02516103,891.7,0.998799,1.15,3472.96,1.58,80.63,6.07,2.39,9.98,0.999406,0.0406411,2.08,0.182115,0.119423,1.35,0.058956,89402.0,4.88,
2026-01-22 17:23:09,89924.0,3005.25,0.999175,891.64,129.62,1.96,0.999758,0.126533,,5.13e-06,,7.94e-06,0.481259,1.53,0.999035,0.999087,0.299634,3004.47,1.033,0.365293,3681.37,597.65,54.4,89499.0,3272.58,3264.89,0.999543,508.27,12.43,8.91,3004.41,0.215451,89849.0,0.999726,360.75,0.148887,12.46,68.79,22.07,0.110726,0.171342,0.998959,0.999534,1.084,1.58,1.22,0.999844,0.092459,1.95,0.00928328,4.95,0.891601,1.6,3.66,4829.39,159.87,245.33,103.77,0.9965,3.72,1.55,4843.36,162.99,11.69,1.0,0.344149,1.78e-06,0.999783,1.11,0.00266139,0.184176,4.64,0.619861,3193.68,0.065118,0.136164,10.77,141.98,0.178739,0.999648,0.02516103,891.69,0.998919,1.15,3473.5,1.58,80.56,6.05,2.39,9.98,0.99941,0.04063644,2.08,0.182073,0.11943,1.35,0.058912,89384.0,4.88,
2026-01-22 17:24:05,89924.0,3005.25,0.999175,891.64,129.62,1.96,0.999758,0.126533,,5.13e-06,,7.94e-06,0.481259,1.53,0.999035,0.999087,0.299634,3004.47,1.033,0.365293,3681.37,597.65,54.4,89499.0,3272.58,3264.89,0.999543,508.27,12.43,8.91,3004.41,0.215451,89849.0,0.999726,360.75,0.148887,12.46,68.79,22.07,0.110726,0.171342,0.998959,0.999534,1.084,1.58,1.22,0.999844,0.092459,1.95,0.00928328,4.95,0.891601,1.6,3.66,4829.39,159.87,245.33,103.77,0.9965,3.72,1.55,4843.36,162.99,11.69,1.0,0.344149,1.78e-06,0.999783,1.11,0.00266139,0.184176,4.64,0.619861,3193.68,0.065118,0.136164,10.77,141.98,0.178739,0.999648,0.02516103,891.69,0.998919,1.15,3473.5,1.58,80.56,6.05,2.39,9.98,0.99941,0.04063644,2.08,0.182073,0.11943,1.35,0.058912,89384.0,4.88,
2026-01-22 17:25:03,89914.0,3004.85,0.999172,891.46,129.65,1.96,0.999712,0.12654,,5.13e-06,,7.94e-06,0.481323,1.53,0.998996,0.999031,0.299689,3003.85,1.033,0.365228,3681.14,597.6,54.36,89457.0,3272.51,3264.77,0.999551,507.67,12.43,8.91,3004.14,0.215514,89871.0,0.999655,361.01,0.149208,12.46,68.78,22.05,0.110707,0.171466,0.998955,0.999495,1.084,1.58,1.22,0.999643,0.092483,1.95,0.00928945,4.96,0.891809,1.6,3.66,4829.29,159.87,245.32,103.82,0.996706,3.72,1.55,4843.07,162.98,11.69,1.0,0.343862,1.78e-06,0.999781,1.11,0.0026625,0.184261,4.64,0.619814,3193.64,0.065145,0.136126,10.77,141.98,0.17869,0.9996,0.02516083,891.59,0.998919,1.15,3473.41,1.58,80.54,6.06,2.39,9.98,0.999436,0.04064588,2.09,0.182067,0.119414,1.35,0.058948,89414.0,4.87,
2026-01-22 17:26:05,89923.0,3005.07,0.999172,891.41,129.66,1.96,0.999637,0.126551,,5.13e-06,,7.94e-06,0.481264,1.53,0.998955,0.998992,0.299624,3003.99,1.033,0.36514,3681.03,597.56,54.37,89457.0,3272.63,3264.61,0.999497,507.66,12.43,8.91,3003.17,0.215467,89857.0,0.999656,361.27,0.14925,12.46,68.79,22.05,0.11069,0.171562,0.998932,0.999491,1.084,1.58,1.22,0.999669,0.092484,1.95,0.00928945,4.96,0.892037,1.6,3.66,4828.87,159.86,245.22,103.82,0.996707,3.72,1.55,4843.13,162.82,11.69,1.0,0.343773,1.78e-06,0.999729,1.11,0.00266302,0.184259,4.64,0.619965,3193.63,0.065165,0.136094,10.77,142.25,0.178692,0.999591,0.02516083,891.34,0.998918,1.15,3473.41,1.57,80.54,6.06,2.39,9.98,0.999435,0.04063479,2.09,0.182044,0.119386,1.35,0.058944,89414.0,4.87,
2026-01-22 17:27:05,89943.0,3005.15,0.999176,891.39,129.74,1.96,0.999637,0.126562,,5.13e-06,,7.94e-06,0.481293,1.53,0.998946,0.99897,0.299623,3004.02,1.033,0.365168,3680.47,597.6,54.37,89555.0,3272.02,3264.86,0.999497,507.76,12.43,8.91,3003.14,0.215469,89899.0,0.99967,361.51,0.149251,12.46,68.79,22.05,0.110699,0.17164,0.998921,0.999503,1.084,1.58,1.22,0.999708,0.09249,1.95,0.00929006,4.95,0.892036,1.6,3.66,4828.96,159.88,245.15,103.84,0.996548,3.72,1.55,4842.46,162.93,11.69,1.0,0.343713,1.78e-06,0.999767,1.11,0.00266333,0.184263,4.64,0.619907,3191.88,0.065165,0.13607,10.77,142.25,0.178602,0.999643,0.02516083,891.34,0.998918,1.15,3474.09,1.57,80.55,6.05,2.39,9.99,0.999435,0.04063133,2.09,0.18202,0.119344,1.35,0.058931,89454.0,4.87,
2026-01-22 17:28:28,89916.0,3003.27,0.999158,891.18,129.74,1.96,0.999692,0.126562,,5.13e-06,,7.94e-06,0.481225,1.53,0.998906,0.998977,0.299619,3003.37,1.033,0.365141,3680.97,597.6,54.37,89554.0,3270.46,3265.39,0.999474,508.08,12.43,8.91,3004.0,0.215481,89906.0,0.999666,361.89,0.149251,12.46,68.8,22.04,0.110692,0.171728,0.999475,0.999525,1.084,1.58,1.22,0.999707,0.092493,1.95,0.00929383,4.95,0.89199,1.6,3.66,4828.54,159.86,245.08,103.84,0.996314,3.72,1.55,4842.45,162.93,11.69,1.0,0.343659,1.78e-06,0.999792,1.11,0.00266304,0.184267,4.64,0.61989,3191.89,0.065175,0.136034,10.77,142.25,0.178559,0.999644,0.02516083,891.46,0.998896,1.15,3474.3,1.57,80.54,6.05,2.39,9.99,0.999411,0.04063334,2.09,0.181992,0.119342,1.35,0.05892,89452.0,4.87,
2026-01-22 17:28:50,89916.0,3003.27,0.999158,891.18,129.74,1.96,0.999692,0.126562,,5.13e-06,,7.94e-06,0.481225,1.53,0.998906,0.998977,0.299619,3003.37,1.033,0.365141,3680.97,597.6,54.37,89554.0,3270.46,3265.39,0.999474,508.08,12.43,8.91,3004.0,0.215481,89906.0,0.999666,361.89,0.149251,12.46,68.8,22.04,0.110692,0.171728,0.999475,0.999525,1.084,1.58,1.22,0.999707,0.092493,1.95,0.00929383,4.95,0.89199,1.6,3.66,4828.54,159.86,245.08,103.84,0.996314,3.72,1.55,4842.45,162.93,11.69,1.0,0.343659,1.78e-06,0.999792,1.11,0.00266304,0.184267,4.64,0.61989,3191.89,0.065175,0.136034,10.77,142.25,0.178559,0.999644,0.02516083,891.46,0.998896,1.15,3474.3,1.57,80.54,6.05,2.39,9.99,0.999411,0.04063334,2.09,0.181992,0.119342,1.35,0.05892,89452.0,4.87,
2026-01-22 17:29:03,89916.0,3003.27,0.999158,891.18,129.74,1.96,0.999692,0.126562,,5.13e-06,,7.94e-06,0.481225,1.53,0.998906,0.998977,0.299619,3003.37,1.033,0.365141,3680.97,597.6,54.37,89554.0,3270.46,3265.39,0.999474,508.08,12.43,8.91,3004.0,0.215481,89906.0,0.999666,361.89,0.149251,12.46,68.8,22.04,0.110692,0.171728,0.999475,0.999525,1.084,1.58,1.22,0.999707,0.092493,1.95,0.00929383,4.95,0.89199,1.6,3.66,4828.54,159.86,245.08,103.84,0.996314,3.72,1.55,4842.45,162.93,11.69,1.0,0.343659,1.78e-06,0.999792,1.11,0.00266304,0.184267,4.64,0.61989,3191.89,0.065175,0.136034,10.77,142.25,0.178559,0.999644,0.02516083,891.46,0.998896,1.15,3474.3,1.57,80.54,6.05,2.39,9.99,0.999411,0.04063334,2.09,0.181992,0.119342,1.35,0.05892,89452.0,4.87,
2026-01-22 17:30:04,89944.0,3005.1,0.999163,891.54,129.78,1.96,0.999767,0.126627,,5.13e-06,,7.94e-06,0.481222,1.53,0.999026,0.999049,0.299649,3003.91,1.033,0.365181,3680.2,597.68,54.37,89563.0,3272.4,3264.8,0.999649,508.49,12.43,8.91,3004.72,0.215453,89887.0,0.99962,362.42,0.149482,12.45,68.82,22.05,0.110696,0.171836,0.999551,0.999585,1.085,1.58,1.22,0.999835,0.092489,1.95,0.009296,4.95,0.892034,1.6,3.66,4828.58,159.92,245.07,103.84,0.996436,3.71,1.55,4842.16,162.95,11.69,1.0,0.343511,1.78e-06,0.999752,1.11,0.00266213,0.184344,4.65,0.619978,3191.49,0.065297,0.136003,10.77,142.25,0.178554,0.999674,0.02516103,891.48,0.998904,1.15,3473.74,1.57,80.54,6.03,2.39,9.98,0.999408,0.04063261,2.09,0.18198,0.119342,1.35,0.058886,89433.0,4.87,
2026-01-22 17:31:04,89944.0,3005.1,0.999163,891.54,129.78,1.96,0.999767,0.126627,,5.13e-06,,7.94e-06,0.481222,1.53,0.999026,0.999049,0.299649,3003.91,1.033,0.365181,3680.2,597.68,54.37,89563.0,3272.4,3264.8,0.999649,508.49,12.43,8.91,3004.72,0.215453,89887.0,0.99962,362.42,0.149482,12.45,68.82,22.05,0.110696,0.171836,0.999551,0.999585,1.085,1.58,1.22,0.999835,0.092489,1.95,0.009296,4.95,0.892034,1.6,3.66,4828.58,159.92,245.07,103.84,0.996436,3.71,1.55,4842.16,162.95,11.69,1.0,0.343511,1.78e-06,0.999752,1.11,0.00266213,0.184344,4.65,0.619978,3191.49,0.065297,0.136003,10.77,142.25,0.178554,0.999674,0.02516103,891.48,0.998904,1.15,3473.74,1.57,80.54,6.03,2.39,9.98,0.999408,0.04063261,2.09,0.18198,0.119342,1.35,0.058886,89433.0,4.87,
2026-01-22 17:32:51,89896.0,3004.43,0.999191,891.45,129.76,1.96,0.99969,0.126718,,5.13e-06,,7.93e-06,0.48114,1.53,0.999007,0.999022,0.299609,3003.78,1.033,0.365258,3679.57,597.9,54.36,89560.0,3271.16,3264.21,0.999659,509.04,12.43,8.91,3004.98,0.215459,89883.0,0.999615,362.88,0.149865,12.45,68.89,22.02,0.110699,0.172216,0.998825,0.999477,1.083,1.58,1.22,0.999813,0.092496,1.95,0.00929961,4.95,0.892181,1.6,3.66,4827.22,159.92,244.91,103.89,0.996746,3.71,1.55,4839.96,162.94,11.7,1.0,0.343615,1.78e-06,0.999871,1.11,0.00266165,0.184492,4.65,0.619891,3191.78,0.065348,0.135957,10.77,142.16,0.17854,0.9997,0.02516104,891.29,0.999035,1.15,3473.91,1.57,80.75,6.03,2.39,9.98,0.999445,0.04063237,2.1,0.181883,0.119308,1.35,0.058899,89475.0,4.87,
2026-01-22 17:33:50,89896.0,3004.43,0.999191,891.45,129.76,1.96,0.99969,0.126718,,5.13e-06,,7.93e-06,0.48114,1.53,0.999007,0.999022,0.299609,3003.78,1.033,0.365258,3679.57,597.9,54.36,89560.0,3271.16,3264.21,0.999659,509.04,12.43,8.91,3004.98,0.215459,89883.0,0.999615,362.88,0.149865,12.45,68.89,22.02,0.110699,0.172216,0.998825,0.999477,1.083,1.58,1.22,0.999813,0.092496,1.95,0.00929961,4.95,0.892181,1.6,3.66,4827.22,159.92,244.91,103.89,0.996746,3.71,1.55,4839.96,162.94,11.7,1.0,0.343615,1.78e-06,0.999871,1.11,0.00266165,0.184492,4.65,0.619891,3191.78,0.065348,0.135957,10.77,142.16,0.17854,0.9997,0.02516104,891.29,0.999035,1.15,3473.91,1.57,80.75,6.03,2.39,9.98,0.999445,0.04063237,2.1,0.181883,0.119308,1.35,0.058899,89475.0,4.87,
2026-01-22 17:34:33,89915.0,3005.35,0.999226,891.65,129.78,1.96,0.999636,0.126728,,5.13e-06,,7.94e-06,0.481075,1.53,0.998989,0.999255,0.299628,3003.91,1.033,0.365272,3679.02,597.77,54.37,89509.0,3270.52,3263.64,0.999658,508.96,12.43,8.91,3003.12,0.215508,89852.0,0.999625,363.05,0.150008,12.45,68.88,22.03,0.110702,0.172307,0.999234,0.999463,1.083,1.58,1.22,0.999757,0.092496,1.95,0.00930062,4.95,0.892165,1.6,3.66,4827.17,159.91,244.93,103.91,0.996483,3.71,1.55,4839.59,162.96,11.7,1.0,0.343506,1.78e-06,0.999837,1.11,0.00266065,0.184496,4.65,0.619767,3190.85,0.065346,0.13588,10.77,142.16,0.178498,0.99961,0.02516084,891.29,0.999076,1.15,3473.09,1.57,80.86,6.03,2.39,9.98,0.999476,0.04063218,2.1,0.181884,0.119298,1.35,0.0589,89479.0,4.87,
